SYSET	Word	W1	W2	DEF_SYNT
104899031	rightness	appropriate	conduct	 (S1 (NP (JJ appropriate)(NN conduct)))# 
104901326	improperness	improper	demeanor	 (S1 (NP (DT an)(JJ improper)(NN demeanor)))# 
104901326	impropriety	improper	demeanor	 (S1 (NP (DT an)(JJ improper)(NN demeanor)))# 
104901996	inappropriateness	inappropriate	conduct	 (S1 (NP (JJ inappropriate)(NN conduct)))# 
104901996	wrongness	inappropriate	conduct	 (S1 (NP (JJ inappropriate)(NN conduct)))# 
104906923	sycophancy	fawning	obsequiousness	 (S1 (NP (JJ fawning)(NN obsequiousness)))# 
104908283	obstreperousness	noisy	defiance	 (S1 (NP (JJ noisy)(NN defiance)))# 
104909270	cussedness	disagreeable	contrariness	 (S1 (NP (JJ meanspirited)(JJ disagreeable)(NN contrariness)))# 
104909270	orneriness	disagreeable	contrariness	 (S1 (NP (JJ meanspirited)(JJ disagreeable)(NN contrariness)))# 
104911777	ceremoniousness	ceremonial	manner	 (S1 (NP (DT a)(JJ ceremonial)(NN manner)))# 
104911894	stateliness	elaborate	manner	 (S1 (NP (NP (DT an)(JJ elaborate)(NN manner))(PP (IN of)(S (VP (VBG doing)(NP (NN something)))))))# 
104912240	casualness	casual	manner	 (S1 (NP (DT a)(JJ casual)(NN manner)))# 
104912240	familiarity	casual	manner	 (S1 (NP (DT a)(JJ casual)(NN manner)))# 
104912610	unceremoniousness	unceremonial	manner	 (S1 (NP (DT an)(JJ unceremonial)(NN manner)))# 
104912732	courtesy	courteous	manner	 (S1 (NP (DT a)(JJ courteous)(NN manner)))# 
104912982	niceness	courteous	manner	 (S1 (NP (NP (DT a)(JJ courteous)(NN manner))(SBAR (WHNP (WDT that))(S (VP (VBZ respects)(NP (JJ accepted)(JJ social)(NN usage)))))))# 
104912982	politeness	courteous	manner	 (S1 (NP (NP (DT a)(JJ courteous)(NN manner))(SBAR (WHNP (WDT that))(S (VP (VBZ respects)(NP (JJ accepted)(JJ social)(NN usage)))))))# 
104913212	urbanity	polished	courtesy	 (S1 (NP (JJ polished)(NN courtesy)))# 
104914694	impoliteness	discourteous	manner	 (S1 (NP (NP (DT a)(JJ discourteous)(NN manner))(SBAR (WHNP (WDT that))(S (VP (VBZ ignores)(NP (JJ accepted)(JJ social)(NN usage)))))))# 
104915121	crudeness	impolite	manner	 (S1 (NP (NP (DT an)(JJ impolite)(NN manner))(SBAR (WHNP (WDT that))(S (VP (AUX is)(UCP (ADJP (JJ vulgar))(CC and)(VP (VBG lacking)(NP (NN tact)(CC or)(NN refinement)))))))))# 
104915121	crudity	impolite	manner	 (S1 (NP (NP (DT an)(JJ impolite)(NN manner))(SBAR (WHNP (WDT that))(S (VP (AUX is)(UCP (ADJP (JJ vulgar))(CC and)(VP (VBG lacking)(NP (NN tact)(CC or)(NN refinement)))))))))# 
104915121	gaucheness	impolite	manner	 (S1 (NP (NP (DT an)(JJ impolite)(NN manner))(SBAR (WHNP (WDT that))(S (VP (AUX is)(UCP (ADJP (JJ vulgar))(CC and)(VP (VBG lacking)(NP (NN tact)(CC or)(NN refinement)))))))))# 
104915365	incivility	deliberate	discourtesy	 (S1 (NP (JJ deliberate)(NN discourtesy)))# 
104916200	chutzpa	unbelievable	gall	 (S1 (NP (PRN (-LRB- -LRB-)(JJ Yiddish)(-RRB- -RRB-))(JJ unbelievable)(NN gall)))# 
104916200	chutzpah	unbelievable	gall	 (S1 (NP (PRN (-LRB- -LRB-)(JJ Yiddish)(-RRB- -RRB-))(JJ unbelievable)(NN gall)))# 
104916200	hutzpah	unbelievable	gall	 (S1 (NP (PRN (-LRB- -LRB-)(JJ Yiddish)(-RRB- -RRB-))(JJ unbelievable)(NN gall)))# 
104917870	characteristic	measurable	property	 (S1 (NP (NP (DT any)(JJ measurable)(NN property))(PP (IN of)(NP (NP (DT a)(NN device))(VP (VBN measured)(PP (IN under)(NP (ADJP (RB closely)(VBN specified))(NNS conditions))))))))# 
104920435	streak	distinctive	characteristic	 (S1 (NP (DT a)(JJ distinctive)(NN characteristic)))# 
104921308	birthright	personal	characteristics	 (S1 (NP (NP (JJ personal)(NNS characteristics))(SBAR (WHNP (WDT that))(S (VP (AUX are)(VP (VBN inherited)(PP (IN at)(NP (NN birth)))))))))# 
104925756	ancientness	extreme	oldness	 (S1 (NP (JJ extreme)(NN oldness)))# 
104925756	antiquity	extreme	oldness	 (S1 (NP (JJ extreme)(NN oldness)))# 
104930478	form	particular	mode	 (S1 (NP (NP (DT a)(JJ particular)(NN mode))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NN something))(VP (AUX is)(VP (VBN manifested)))))))# 
104933197	cytoarchitectonics	cellular	composition	 (S1 (NP (NP (DT the)(JJ cellular)(NN composition))(PP (IN of)(NP (DT a)(JJ bodily)(NN structure)))))# 
104933197	cytoarchitecture	cellular	composition	 (S1 (NP (NP (DT the)(JJ cellular)(NN composition))(PP (IN of)(NP (DT a)(JJ bodily)(NN structure)))))# 
104934043	genotype	particular	alleles	 (S1 (NP (NP (DT the)(JJ particular)(NNS alleles))(PP (IN at)(NP (NP (VBN specified)(JJ loci)(NN present))(PP (IN in)(NP (DT an)(NN organism)))))))# 
104934220	grain	physical	composition	 (S1 (NP (NP (DT the)(JJ physical)(NN composition))(PP (IN of)(NP (NP (NN something))(PRN (-LRB- -LRB-)(PP (ADVP (RB especially))(IN with)(NP (NP (NN respect))(PP (TO to)(NP (NP (DT the)(NN size)(CC and)(NN shape))(PP (IN of)(NP (NP (DT the)(JJ small)(NNS
104934220	texture	physical	composition	 (S1 (NP (NP (DT the)(JJ physical)(NN composition))(PP (IN of)(NP (NP (NN something))(PRN (-LRB- -LRB-)(PP (ADVP (RB especially))(IN with)(NP (NP (NN respect))(PP (TO to)(NP (NP (DT the)(NN size)(CC and)(NN shape))(PP (IN of)(NP (NP (DT the)(JJ small)(NNS
104938838	downiness	light	softness	 (S1 (NP (DT a)(JJ light)(NN softness)))# 
104938838	featheriness	light	softness	 (S1 (NP (DT a)(JJ light)(NN softness)))# 
104938838	fluffiness	light	softness	 (S1 (NP (DT a)(JJ light)(NN softness)))# 
104939742	crumbliness	excessive	breakableness	 (S1 (NP (JJ excessive)(NN breakableness)))# 
104939742	friability	excessive	breakableness	 (S1 (NP (JJ excessive)(NN breakableness)))# 
104944048	inclination	characteristic	likelihood	 (S1 (NP (NP (DT a)(JJ characteristic)(NN likelihood))(PP (IN of)(NP (CC or)(NP (NP (JJ natural)(NN disposition))(PP (IN toward)(NP (DT a)(JJ certain)(NN condition))))(CC or)(NP (NN character)(CC or)(NN effect))))))# 
104944048	tendency	characteristic	likelihood	 (S1 (NP (NP (DT a)(JJ characteristic)(NN likelihood))(PP (IN of)(NP (CC or)(NP (NP (JJ natural)(NN disposition))(PP (IN toward)(NP (DT a)(JJ certain)(NN condition))))(CC or)(NP (NN character)(CC or)(NN effect))))))# 
104945254	hunger	strong	desire	 (S1 (NP (NP (JJ strong)(NN desire))(PP (IN for)(NP (NP (NN something))(PRN (-LRB- -LRB-)(RB not)(NP (NN food)(CC or)(NN drink))(-RRB- -RRB-))))))# 
104945254	hungriness	strong	desire	 (S1 (NP (NP (JJ strong)(NN desire))(PP (IN for)(NP (NP (NN something))(PRN (-LRB- -LRB-)(RB not)(NP (NN food)(CC or)(NN drink))(-RRB- -RRB-))))))# 
104945254	thirst	strong	desire	 (S1 (NP (NP (JJ strong)(NN desire))(PP (IN for)(NP (NP (NN something))(PRN (-LRB- -LRB-)(RB not)(NP (NN food)(CC or)(NN drink))(-RRB- -RRB-))))))# 
104945254	thirstiness	strong	desire	 (S1 (NP (NP (JJ strong)(NN desire))(PP (IN for)(NP (NP (NN something))(PRN (-LRB- -LRB-)(RB not)(NP (NN food)(CC or)(NN drink))(-RRB- -RRB-))))))# 
104945758	avarice	extreme	greed	 (S1 (NP (NP (JJ extreme)(NN greed))(PP (IN for)(NP (NN material)(NN wealth)))))# 
104945758	avariciousness	extreme	greed	 (S1 (NP (NP (JJ extreme)(NN greed))(PP (IN for)(NP (NN material)(NN wealth)))))# 
104945758	covetousness	extreme	greed	 (S1 (NP (NP (JJ extreme)(NN greed))(PP (IN for)(NP (NN material)(NN wealth)))))# 
104945758	cupidity	extreme	greed	 (S1 (NP (NP (JJ extreme)(NN greed))(PP (IN for)(NP (NN material)(NN wealth)))))# 
104947494	silkiness	smooth	feel	 (S1 (NP (NP (DT the)(JJ smooth)(NN feel))(PP (IN of)(NP (NN silk)(NN fabric)))))# 
104947494	sleekness	smooth	feel	 (S1 (NP (NP (DT the)(JJ smooth)(NN feel))(PP (IN of)(NP (NN silk)(NN fabric)))))# 
104950026	optics	optical	properties	 (S1 (NP (JJ optical)(NNS properties)))# 
104953186	flash	momentary	brightness	 (S1 (NP (DT a)(JJ momentary)(NN brightness)))# 
104954683	luster	visual	property	 (S1 (NP (NP (DT the)(JJ visual)(NN property))(PP (IN of)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (VBZ shines)(SBAR (IN with)(S (VP (VBN reflected)(S (ADJP (JJ light)))))))))))))# 
104954683	lustre	visual	property	 (S1 (NP (NP (DT the)(JJ visual)(NN property))(PP (IN of)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (VBZ shines)(SBAR (IN with)(S (VP (VBN reflected)(S (ADJP (JJ light)))))))))))))# 
104954683	sheen	visual	property	 (S1 (NP (NP (DT the)(JJ visual)(NN property))(PP (IN of)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (VBZ shines)(SBAR (IN with)(S (VP (VBN reflected)(S (ADJP (JJ light)))))))))))))# 
104954683	shininess	visual	property	 (S1 (NP (NP (DT the)(JJ visual)(NN property))(PP (IN of)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (VBZ shines)(SBAR (IN with)(S (VP (VBN reflected)(S (ADJP (JJ light)))))))))))))# 
104955554	glaze	glossy	finish	 (S1 (NP (NP (DT a)(JJ glossy)(NN finish))(PP (IN on)(NP (DT a)(NN fabric)))))# 
104956594	color	visual	attribute	 (S1 (NP (NP (DT a)(JJ visual)(NN attribute))(PP (IN of)(NP (NP (NNS things))(SBAR (WHNP (WDT that))(S (VP (VBZ results)(PP (IN from)(NP (NP (DT the)(NN light))(SBAR (S (NP (PRP they))(VP (VP (VBP emit))(CC or)(VP (VB transmit)(CC or)(VBP reflect)))))))))
104956594	coloring	visual	attribute	 (S1 (NP (NP (DT a)(JJ visual)(NN attribute))(PP (IN of)(NP (NP (NNS things))(SBAR (WHNP (WDT that))(S (VP (VBZ results)(PP (IN from)(NP (NP (DT the)(NN light))(SBAR (S (NP (PRP they))(VP (VP (VBP emit))(CC or)(VP (VB transmit)(CC or)(VBP reflect)))))))))
104956594	colour	visual	attribute	 (S1 (NP (NP (DT a)(JJ visual)(NN attribute))(PP (IN of)(NP (NP (NNS things))(SBAR (WHNP (WDT that))(S (VP (VBZ results)(PP (IN from)(NP (NP (DT the)(NN light))(SBAR (S (NP (PRP they))(VP (VP (VBP emit))(CC or)(VP (VB transmit)(CC or)(VBP reflect)))))))))
104956594	colouring	visual	attribute	 (S1 (NP (NP (DT a)(JJ visual)(NN attribute))(PP (IN of)(NP (NP (NNS things))(SBAR (WHNP (WDT that))(S (VP (VBZ results)(PP (IN from)(NP (NP (DT the)(NN light))(SBAR (S (NP (PRP they))(VP (VP (VBP emit))(CC or)(VP (VB transmit)(CC or)(VBP reflect)))))))))
104958302	mellowness	soft	shade	 (S1 (NP (NP (DT a)(JJ soft)(NN shade))(PP (IN of)(NP (DT a)(NN color)))))# 
104958634	achromaticity	visual	property	 (S1 (NP (NP (DT the)(JJ visual)(NN property))(PP (IN of)(S (VP (AUXG being)(PP (IN without)(NP (JJ chromatic)(NN color))))))))# 
104958634	achromatism	visual	property	 (S1 (NP (NP (DT the)(JJ visual)(NN property))(PP (IN of)(S (VP (AUXG being)(PP (IN without)(NP (JJ chromatic)(NN color))))))))# 
104958634	colorlessness	visual	property	 (S1 (NP (NP (DT the)(JJ visual)(NN property))(PP (IN of)(S (VP (AUXG being)(PP (IN without)(NP (JJ chromatic)(NN color))))))))# 
104958634	colourlessness	visual	property	 (S1 (NP (NP (DT the)(JJ visual)(NN property))(PP (IN of)(S (VP (AUXG being)(PP (IN without)(NP (JJ chromatic)(NN color))))))))# 
104958865	mottle	irregular	arrangement	 (S1 (NP (NP (DT an)(JJ irregular)(NN arrangement))(PP (IN of)(NP (NP (NNS patches))(PP (IN of)(NP (NN color)))))))# 
104961583	frostiness	silvery-white	color	 (S1 (NP (DT a)(JJ silvery-white)(NN color)))# 
104961583	hoariness	silvery-white	color	 (S1 (NP (DT a)(JJ silvery-white)(NN color)))# 
104962062	silver	light	shade	 (S1 (NP (NP (DT a)(JJ light)(NN shade))(PP (IN of)(NP (NNP grey)))))# 
104962784	red	chromatic	color	 (S1 (NP (NP (DT the)(JJ chromatic)(NN color))(VP (VBG resembling)(NP (NP (DT the)(NN hue))(PP (IN of)(NP (NN blood)))))))# 
104962784	redness	chromatic	color	 (S1 (NP (NP (DT the)(JJ chromatic)(NN color))(VP (VBG resembling)(NP (NP (DT the)(NN hue))(PP (IN of)(NP (NN blood)))))))# 
104963111	sanguine	blood-red	color	 (S1 (NP (DT a)(JJ blood-red)(NN color)))# 
104963449	cardinal	variable	color	 (S1 (NP (NP (DT a)(JJ variable)(NN color))(VP (VBG averaging)(NP (DT a)(JJ vivid)(NN red)))))# 
104963449	carmine	variable	color	 (S1 (NP (NP (DT a)(JJ variable)(NN color))(VP (VBG averaging)(NP (DT a)(JJ vivid)(NN red)))))# 
104964977	scarlet	variable	color	 (S1 (NP (NP (DT a)(JJ variable)(NN color))(SBAR (WHNP (WDT that))(S (VP (AUX is)(UCP (ADJP (JJ vivid)(JJ red))(CC but)(ADVP (RB sometimes)(PP (IN with)(NP (DT an)(NN orange)(NN tinge))))))))))# 
104964977	vermilion	variable	color	 (S1 (NP (NP (DT a)(JJ variable)(NN color))(SBAR (WHNP (WDT that))(S (VP (AUX is)(UCP (ADJP (JJ vivid)(JJ red))(CC but)(ADVP (RB sometimes)(PP (IN with)(NP (DT an)(NN orange)(NN tinge))))))))))# 
104965661	yellow	chromatic	color	 (S1 (NP (NP (DT the)(JJ chromatic)(NN color))(VP (VBG resembling)(NP (NP (DT the)(NN hue))(PP (IN of)(NP (UCP (NNS sunflowers)(CC or)(JJ ripe))(NNS lemons)))))))# 
104965661	yellowness	chromatic	color	 (S1 (NP (NP (DT the)(JJ chromatic)(NN color))(VP (VBG resembling)(NP (NP (DT the)(NN hue))(PP (IN of)(NP (UCP (NNS sunflowers)(CC or)(JJ ripe))(NNS lemons)))))))# 
104966114	canary	moderate	yellow	 (S1 (NP (NP (DT a)(JJ moderate)(NN yellow))(PP (IN with)(NP (DT a)(JJ greenish)(NN tinge)))))# 
104966841	ocher	moderate	yellow-orange	 (S1 (NP (NP (DT a)(JJ moderate)(NN yellow-orange))(PP (TO to)(NP (NN orange)(NN color)))))# 
104966841	ochre	moderate	yellow-orange	 (S1 (NP (NP (DT a)(JJ moderate)(NN yellow-orange))(PP (TO to)(NP (NN orange)(NN color)))))# 
104968056	emerald	green	color	 (S1 (NP (NP (DT the)(JJ green)(NN color))(PP (IN of)(NP (DT an)(NN emerald)))))# 
104969242	azure	light	shade	 (S1 (NP (NP (DT a)(JJ light)(NN shade))(PP (IN of)(NP (NN blue)))))# 
104969242	cerulean	light	shade	 (S1 (NP (NP (DT a)(JJ light)(NN shade))(PP (IN of)(NP (NN blue)))))# 
104969242	lazuline	light	shade	 (S1 (NP (NP (DT a)(JJ light)(NN shade))(PP (IN of)(NP (NN blue)))))# 
104969242	sapphire	light	shade	 (S1 (NP (NP (DT a)(JJ light)(NN shade))(PP (IN of)(NP (NN blue)))))# 
104969242	sky-blue	light	shade	 (S1 (NP (NP (DT a)(JJ light)(NN shade))(PP (IN of)(NP (NN blue)))))# 
104969703	navy	dark	shade	 (S1 (NP (NP (DT a)(JJ dark)(NN shade))(PP (IN of)(NP (NN blue)))))# 
104970398	indigo	blue-violet	color	 (S1 (NP (DT a)(JJ blue-violet)(NN color)))# 
104970758	violet	variable	color	 (S1 (NP (NP (DT a)(JJ variable)(NN color))(SBAR (WHNP (WDT that))(S (VP (VBZ lies)(PP (IN beyond)(NP (NP (NN blue))(PP (IN in)(NP (DT the)(NN spectrum))))))))))# 
104970916	pink	light	shade	 (S1 (NP (NP (DT a)(JJ light)(NN shade))(PP (IN of)(NP (NN red)))))# 
104971522	solferino	pink	dye	 (S1 (NP (NP (DT a)(JJ pink)(NN dye))(SBAR (WHNP (WDT that))(S (VP (AUX was)(VP (VBN discovered)(PP (IN in)(NP (NP (CD 1859))(, ,)(NP (NP (DT the)(NN year))(SBAR (S (NP (DT a)(NN battle))(VP (AUX was)(VP (VBN fought)(PP (IN at)(NP (NNP Solferino))))))))))
104971820	coral	variable	color	 (S1 (NP (NP (DT a)(JJ variable)(NN color))(VP (VBG averaging)(NP (DT a)(JJ deep)(JJ pink)))))# 
104972350	chestnut	brown	color	 (S1 (NP (NP (DT the)(JJ brown)(NN color))(PP (IN of)(NP (NNS chestnuts)))))# 
104973669	copper	reddish-brown	color	 (S1 (NP (NP (DT a)(JJ reddish-brown)(NN color))(VP (VBG resembling)(NP (NP (DT the)(NN color))(PP (IN of)(NP (JJ polished)(NN copper)))))))# 
104974340	olive	yellow-green	color	 (S1 (NP (NP (DT a)(JJ yellow-green)(NN color))(PP (IN of)(NP (JJ low)(NN brightness)(CC and)(NN saturation)))))# 
104974463	drab	dull	greyish	 (S1 (NP (NP (DT a)(JJ dull)(NN greyish))(SBAR (S (VP (TO to)(VP (VB yellowish)(CC or)(VB light)(NP (NN olive)(JJ brown))))))))# 
104976489	chromatism	abnormal	pigmentation	 (S1 (NP (JJ abnormal)(NN pigmentation)))# 
104981474	noisiness	auditory	effect	 (S1 (NP (NP (DT the)(JJ auditory)(NN effect))(VP (VBN characterized)(PP (IN by)(NP (JJ loud)(CC and)(JJ constant)(NN noise))))))# 
104981474	racketiness	auditory	effect	 (S1 (NP (NP (DT the)(JJ auditory)(NN effect))(VP (VBN characterized)(PP (IN by)(NP (JJ loud)(CC and)(JJ constant)(NN noise))))))# 
104981658	ring	characteristic	sound	 (S1 (NP (DT a)(JJ characteristic)(NN sound)))# 
104984514	dissonance	disagreeable	sounds	 (S1 (NP (JJ disagreeable)(NNS sounds)))# 
104984698	discord	harsh	mixture	 (S1 (NP (NP (DT a)(JJ harsh)(NN mixture))(PP (IN of)(NP (NNS sounds)))))# 
104984698	discordance	harsh	mixture	 (S1 (NP (NP (DT a)(JJ harsh)(NN mixture))(PP (IN of)(NP (NNS sounds)))))# 
104984938	cacophony	disagreeable	sounds	 (S1 (NP (ADJP (JJ loud)(JJ confusing))(JJ disagreeable)(NNS sounds)))# 
104986414	deepness	low	pitch	 (S1 (NP (NP (DT a)(JJ low)(NN pitch))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (JJ loud)(CC and)(JJ voluminous)))))))# 
104990877	softness	sound	property	 (S1 (NP (NP (DT a)(JJ sound)(NN property))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (JJ free)(PP (IN from)(NP (NN loudness)(CC or)(NN stridency)))))))))# 
104991511	rhythmicity	rhythmic	property	 (S1 (NP (NP (DT the)(JJ rhythmic)(NN property))(VP (VBN imparted)(PP (IN by)(NP (NP (DT the)(NX (NX (NNS accents))(CC and)(NX (JJ relative)(NNS durations))))(PP (IN of)(NP (NNS notes)))))(PP (IN in)(NP (NP (DT a)(NN piece))(PP (IN of)(NP (NN music)))))))
104992008	lilt	jaunty	rhythm	 (S1 (NP (NP (DT a)(JJ jaunty)(NN rhythm))(PP (IN in)(NP (NN music)))))# 
104992008	swing	jaunty	rhythm	 (S1 (NP (NP (DT a)(JJ jaunty)(NN rhythm))(PP (IN in)(NP (NN music)))))# 
104993312	hotness	hot	spiciness	 (S1 (NP (DT a)(JJ hot)(NN spiciness)))# 
104993312	pepperiness	hot	spiciness	 (S1 (NP (DT a)(JJ hot)(NN spiciness)))# 
104994614	saccharinity	excessive	sweetness	 (S1 (NP (NP (DT the)(JJ excessive)(NN sweetness))(PP (IN of)(NP (NN saccharin)))))# 
104995009	acerbity	sharp	bitterness	 (S1 (NP (DT a)(JJ sharp)(NN bitterness)))# 
104995100	acridity	extreme	bitterness	 (S1 (NP (JJ extreme)(NN bitterness)))# 
104995100	acridness	extreme	bitterness	 (S1 (NP (JJ extreme)(NN bitterness)))# 
104995421	pleasingness	pleasant	palatability	 (S1 (NP (JJ pleasant)(NN palatability)))# 
104995421	tastiness	pleasant	palatability	 (S1 (NP (JJ pleasant)(NN palatability)))# 
104995793	delectability	extreme	appetizingness	 (S1 (NP (JJ extreme)(NN appetizingness)))# 
104995793	deliciousness	extreme	appetizingness	 (S1 (NP (JJ extreme)(NN appetizingness)))# 
104995793	lusciousness	extreme	appetizingness	 (S1 (NP (JJ extreme)(NN appetizingness)))# 
104995793	toothsomeness	extreme	appetizingness	 (S1 (NP (JJ extreme)(NN appetizingness)))# 
104996113	sapidity	pleasant	flavor	 (S1 (NP (DT a)(JJ pleasant)(NN flavor)))# 
104996113	sapidness	pleasant	flavor	 (S1 (NP (DT a)(JJ pleasant)(NN flavor)))# 
104996571	disgustingness	extreme	unpalatability	 (S1 (NP (NP (JJ extreme)(NN unpalatability))(PP (TO to)(NP (DT the)(NN mouth)))))# 
104996571	distastefulness	extreme	unpalatability	 (S1 (NP (NP (JJ extreme)(NN unpalatability))(PP (TO to)(NP (DT the)(NN mouth)))))# 
104996571	nauseatingness	extreme	unpalatability	 (S1 (NP (NP (JJ extreme)(NN unpalatability))(PP (TO to)(NP (DT the)(NN mouth)))))# 
104996571	sickeningness	extreme	unpalatability	 (S1 (NP (NP (JJ extreme)(NN unpalatability))(PP (TO to)(NP (DT the)(NN mouth)))))# 
104996571	unsavoriness	extreme	unpalatability	 (S1 (NP (NP (JJ extreme)(NN unpalatability))(PP (TO to)(NP (DT the)(NN mouth)))))# 
104998254	bipedalism	bodily	attribute	 (S1 (NP (NP (DT the)(JJ bodily)(NN attribute))(PP (IN of)(S (VP (AUXG being)(ADJP (JJ bipedal)))))))# 
104998417	dominance	superior	development	 (S1 (NP (NP (JJ superior)(NN development))(PP (IN of)(NP (NP (CD one)(NN side))(PP (IN of)(NP (DT the)(NN body)))))))# 
104998417	laterality	superior	development	 (S1 (NP (NP (JJ superior)(NN development))(PP (IN of)(NP (NP (CD one)(NN side))(PP (IN of)(NP (DT the)(NN body)))))))# 
104999401	avoirdupois	bodily	weight	 (S1 (NP (JJ excess)(JJ bodily)(NN weight)))# 
104999401	blubber	bodily	weight	 (S1 (NP (JJ excess)(JJ bodily)(NN weight)))# 
104999401	fat	bodily	weight	 (S1 (NP (JJ excess)(JJ bodily)(NN weight)))# 
104999401	fatness	bodily	weight	 (S1 (NP (JJ excess)(JJ bodily)(NN weight)))# 
104999964	abdominousness	bodily	property	 (S1 (NP (NP (DT the)(JJ bodily)(NN property))(PP (IN of)(NP (DT a)(JJ protruding)(NN belly)))))# 
104999964	paunchiness	bodily	property	 (S1 (NP (NP (DT the)(JJ bodily)(NN property))(PP (IN of)(NP (DT a)(JJ protruding)(NN belly)))))# 
105000913	embonpoint	bodily	property	 (S1 (NP (NP (DT the)(JJ bodily)(NN property))(PP (IN of)(S (VP (AUXG being)(VP (ADVP (RB well))(VBN rounded)))))))# 
105000913	plumpness	bodily	property	 (S1 (NP (NP (DT the)(JJ bodily)(NN property))(PP (IN of)(S (VP (AUXG being)(VP (ADVP (RB well))(VBN rounded)))))))# 
105000913	roundness	bodily	property	 (S1 (NP (NP (DT the)(JJ bodily)(NN property))(PP (IN of)(S (VP (AUXG being)(VP (ADVP (RB well))(VBN rounded)))))))# 
