Synset	T	V	N	Parsed Definition
200804653	dissent	withhold	assent	(S1 (S (VP (VB withhold)(NP (NN assent)))))#
200808162	challenge	raise	objection	(S1 (S (VP (VB raise)(NP (NP (DT a)(JJ formal)(NN objection))(PP (IN in)(NP (NP (DT a)(NN court))(PP (IN of)(NP (NN law)))))))))#
200808162	take exception	raise	objection	(S1 (S (VP (VB raise)(NP (NP (DT a)(JJ formal)(NN objection))(PP (IN in)(NP (NP (DT a)(NN court))(PP (IN of)(NP (NN law)))))))))#
200808671	cavil	raise	objections	(S1 (S (VP (VB raise)(NP (JJ trivial)(NNS objections)))))#
200808671	carp	raise	objections	(S1 (S (VP (VB raise)(NP (JJ trivial)(NNS objections)))))#
200808671	chicane	raise	objections	(S1 (S (VP (VB raise)(NP (JJ trivial)(NNS objections)))))#
200808855	interview	conduct	interview	(S1 (S (VP (VB conduct)(NP (NP (DT an)(NN interview))(PP (IN in)(NP (NP (NN television))(, ,)(NP (NN newspaper))(, ,)(CC and)(NP (NN radio)(NN reporting))))))))#
200808855	question	conduct	interview	(S1 (S (VP (VB conduct)(NP (NP (DT an)(NN interview))(PP (IN in)(NP (NP (NN television))(, ,)(NP (NN newspaper))(, ,)(CC and)(NP (NN radio)(NN reporting))))))))#
200810729	get off	escape	consequences	(S1 (S (VP (VB escape)(NP (ADJP (RB potentially)(JJ unpleasant))(NNS consequences)))))#
200810729	get away	escape	consequences	(S1 (S (VP (VB escape)(NP (ADJP (RB potentially)(JJ unpleasant))(NNS consequences)))))#
200810729	get by	escape	consequences	(S1 (S (VP (VB escape)(NP (ADJP (RB potentially)(JJ unpleasant))(NNS consequences)))))#
200810729	get out	escape	consequences	(S1 (S (VP (VB escape)(NP (ADJP (RB potentially)(JJ unpleasant))(NNS consequences)))))#
200810729	escape	escape	consequences	(S1 (S (VP (VB escape)(NP (ADJP (RB potentially)(JJ unpleasant))(NNS consequences)))))#
200811171	bypass	avoid	something	(S1 (S (VP (VB avoid)(NP (NP (NN something))(ADJP (JJ unpleasant)(CC or)(JJ laborious))))))#
200811171	get around	avoid	something	(S1 (S (VP (VB avoid)(NP (NP (NN something))(ADJP (JJ unpleasant)(CC or)(JJ laborious))))))#
200811171	short-circuit	avoid	something	(S1 (S (VP (VB avoid)(NP (NP (NN something))(ADJP (JJ unpleasant)(CC or)(JJ laborious))))))#
200811171	go around	avoid	something	(S1 (S (VP (VB avoid)(NP (NP (NN something))(ADJP (JJ unpleasant)(CC or)(JJ laborious))))))#
200812580	debate	discuss	cons	(S1 (S (VP (VB discuss)(NP (NP (DT the)(NNS pros)(CC and)(NNS cons))(PP (IN of)(NP (DT an)(NN issue)))))))#
200812580	deliberate	discuss	cons	(S1 (S (VP (VB discuss)(NP (NP (DT the)(NNS pros)(CC and)(NNS cons))(PP (IN of)(NP (DT an)(NN issue)))))))#
200818253	bastardize	declare	child	(S1 (S (VP (VB declare)(NP (DT a)(NN child)(S (VP (TO to)(VP (AUX be)(ADJP (JJ illegitimate)))))))))#
200818253	bastardise	declare	child	(S1 (S (VP (VB declare)(NP (DT a)(NN child)(S (VP (TO to)(VP (AUX be)(ADJP (JJ illegitimate)))))))))#
200826509	knock	express	criticism	(S1 (S (VP (VB express)(NP (NP (NN criticism))(PP (IN of))))))#
200826509	criticize	express	criticism	(S1 (S (VP (VB express)(NP (NP (NN criticism))(PP (IN of))))))#
200826509	criticise	express	criticism	(S1 (S (VP (VB express)(NP (NP (NN criticism))(PP (IN of))))))#
200826509	pick apart	express	criticism	(S1 (S (VP (VB express)(NP (NP (NN criticism))(PP (IN of))))))#
200828003	preach	deliver	sermon	(S1 (S (VP (VB deliver)(NP (DT a)(NN sermon)))))#
200828003	prophesy	deliver	sermon	(S1 (S (VP (VB deliver)(NP (DT a)(NN sermon)))))#
200828374	moralise	express	judgements	(S1 (S (VP (VB express)(NP (JJ moral)(NNS judgements)))))#
200828374	moralize	express	judgements	(S1 (S (VP (VB express)(NP (JJ moral)(NNS judgements)))))#
200828374	sermonise	express	judgements	(S1 (S (VP (VB express)(NP (JJ moral)(NNS judgements)))))#
200828374	sermonize	express	judgements	(S1 (S (VP (VB express)(NP (JJ moral)(NNS judgements)))))#
200828374	preachify	express	judgements	(S1 (S (VP (VB express)(NP (JJ moral)(NNS judgements)))))#
200830648	ground	instruct	someone	(S1 (S (VP (VB instruct)(NP (NP (NN someone))(PP (IN in)(NP (NP (DT the)(NNS fundamentals))(PP (IN of)(NP (DT a)(NN subject)))))))))#
200834259	lie	tell	untruth	(S1 (S (VP (VB tell)(NP (DT an)(NN untruth)))))#
200834557	romance	tell	lies	(S1 (S (VP (VB tell)(NP (ADJP (JJ romantic)(CC or)(JJ exaggerated))(NNS lies)))))#
200835294	fib	tell	lie	(S1 (S (VP (VB tell)(NP (DT a)(ADJP (RB relatively)(JJ insignificant))(NN lie)))))#
200842429	denounce	announce	termination	(S1 (S (VP (VB announce)(NP (NP (DT the)(NN termination))(PP (IN of)(, ,)(RB as)(PP (IN of)(NP (NNS treaties))))))))#
200843959	charge	make	claim	(S1 (S (VP (VB make)(NP (DT an)(JJ accusatory)(NN claim)))))#
200844298	complain	make	accusation	(S1 (S (VP (VB make)(NP (DT a)(JJ formal)(NN accusation)))))#(S1 (S (VP (VB bring)(NP (DT a)(JJ formal)(NN charge)))))#
200845909	disparage	express	opinion	(S1 (S (VP (VB express)(NP (NP (DT a)(JJ negative)(NN opinion))(PP (IN of))))))#
200845909	belittle	express	opinion	(S1 (S (VP (VB express)(NP (NP (DT a)(JJ negative)(NN opinion))(PP (IN of))))))#
200845909	pick at	express	opinion	(S1 (S (VP (VB express)(NP (NP (DT a)(JJ negative)(NN opinion))(PP (IN of))))))#
200846218	nitpick	criticize	details	(S1 (S (VP (VB criticize)(NP (JJ minor)(NNS details)))))#
200846344	tear apart	express	opinion	(S1 (S (VP (VB express)(NP (NP (DT a)(ADJP (RB totally)(JJ negative))(NN opinion))(PP (IN of))))))#
200846344	trash	express	opinion	(S1 (S (VP (VB express)(NP (NP (DT a)(ADJP (RB totally)(JJ negative))(NN opinion))(PP (IN of))))))#
200846344	pan	express	opinion	(S1 (S (VP (VB express)(NP (NP (DT a)(ADJP (RB totally)(JJ negative))(NN opinion))(PP (IN of))))))#
200846509	smear	attack	reputation	(S1 (S (VP (VB attack)(NP (NP (DT the)(JJ good)(NN name)(CC and)(NN reputation))(PP (IN of)(NP (NN someone)))))))#
200846509	defame	attack	reputation	(S1 (S (VP (VB attack)(NP (NP (DT the)(JJ good)(NN name)(CC and)(NN reputation))(PP (IN of)(NP (NN someone)))))))#
200846509	sully	attack	reputation	(S1 (S (VP (VB attack)(NP (NP (DT the)(JJ good)(NN name)(CC and)(NN reputation))(PP (IN of)(NP (NN someone)))))))#
200846509	calumniate	attack	reputation	(S1 (S (VP (VB attack)(NP (NP (DT the)(JJ good)(NN name)(CC and)(NN reputation))(PP (IN of)(NP (NN someone)))))))#
200846509	denigrate	attack	reputation	(S1 (S (VP (VB attack)(NP (NP (DT the)(JJ good)(NN name)(CC and)(NN reputation))(PP (IN of)(NP (NN someone)))))))#
200846509	asperse	attack	reputation	(S1 (S (VP (VB attack)(NP (NP (DT the)(JJ good)(NN name)(CC and)(NN reputation))(PP (IN of)(NP (NN someone)))))))#
200846509	smirch	attack	reputation	(S1 (S (VP (VB attack)(NP (NP (DT the)(JJ good)(NN name)(CC and)(NN reputation))(PP (IN of)(NP (NN someone)))))))#
200846509	slander	attack	reputation	(S1 (S (VP (VB attack)(NP (NP (DT the)(JJ good)(NN name)(CC and)(NN reputation))(PP (IN of)(NP (NN someone)))))))#
200846509	besmirch	attack	reputation	(S1 (S (VP (VB attack)(NP (NP (DT the)(JJ good)(NN name)(CC and)(NN reputation))(PP (IN of)(NP (NN someone)))))))#
200848894	bristle at	show	indignation	(S1 (S (VP (VB show)(NP (NN anger)(CC or)(NN indignation)))))#
200848894	bridle at	show	indignation	(S1 (S (VP (VB show)(NP (NN anger)(CC or)(NN indignation)))))#
200848894	bridle up	show	indignation	(S1 (S (VP (VB show)(NP (NN anger)(CC or)(NN indignation)))))#
200848894	bristle up	show	indignation	(S1 (S (VP (VB show)(NP (NN anger)(CC or)(NN indignation)))))#
200849788	impersonate	represent	person	(S1 (S (VP (VB represent)(NP (NP (DT another)(NN person))(PP (IN with)(NP (JJ comic)(NNS intentions)))))))#
200853633	jest	tell	joke	(S1 (S (VP (VB tell)(NP (DT a)(NN joke)))))#
200853633	joke	tell	joke	(S1 (S (VP (VB tell)(NP (DT a)(NN joke)))))#
200853958	quip	make	jokes	(S1 (S (VP (VB make)(NP (NNS jokes)(CC or)(VBZ quips)))))#
200853958	gag	make	jokes	(S1 (S (VP (VB make)(NP (NNS jokes)(CC or)(VBZ quips)))))#
200854420	deceive	cause	someone	(S1 (S (VP (VB cause)(NP (NP (NN someone))(SBAR (S (VP (TO to)(VP (VB believe)(NP (DT an)(NN untruth))))))))))#
200854420	betray	cause	someone	(S1 (S (VP (VB cause)(NP (NP (NN someone))(SBAR (S (VP (TO to)(VP (VB believe)(NP (DT an)(NN untruth))))))))))#
200854420	lead astray	cause	someone	(S1 (S (VP (VB cause)(NP (NP (NN someone))(SBAR (S (VP (TO to)(VP (VB believe)(NP (DT an)(NN untruth))))))))))#
200856824	praise	express	approval	(S1 (S (VP (VB express)(NP (NP (NN approval))(PP (IN of))))))#
200860292	applaud	express	approval	(S1 (S (VP (VB express)(NP (NP (NN approval))(PP (IN of))))))#
200867409	question	challenge	propriety	(S1 (S (VP (VB challenge)(NP (NP (DT the)(NN accuracy)(, ,)(NN probity)(, ,)(CC or)(NN propriety))(PP (IN of))))))#
200867409	oppugn	challenge	propriety	(S1 (S (VP (VB challenge)(NP (NP (DT the)(NN accuracy)(, ,)(NN probity)(, ,)(CC or)(NN propriety))(PP (IN of))))))#
200867409	call into question	challenge	propriety	(S1 (S (VP (VB challenge)(NP (NP (DT the)(NN accuracy)(, ,)(NN probity)(, ,)(CC or)(NN propriety))(PP (IN of))))))#
200867644	account	furnish	explanation	(S1 (S (VP (VB furnish)(NP (DT a)(VBG justifying)(NN analysis)(CC or)(NN explanation)))))#
200867644	answer for	furnish	explanation	(S1 (S (VP (VB furnish)(NP (DT a)(VBG justifying)(NN analysis)(CC or)(NN explanation)))))#
200882395	commend	express	approval	(S1 (S (VP (VB express)(NP (NP (NN approval))(PP (IN of))))))#
200882948	recommend	express	opinion	(S1 (S (VP (VB express)(NP (NP (DT a)(JJ good)(NN opinion))(PP (IN of))))))#
200882948	commend	express	opinion	(S1 (S (VP (VB express)(NP (NP (DT a)(JJ good)(NN opinion))(PP (IN of))))))#
200886173	disoblige	ignore	someone	(S1 (S (VP (VB ignore)(NP (NP (NN someone))('' '')(SBAR (S (NP (PRP s))(VP (VBZ wishes))))))))#
200886759	vow	make	vow	(S1 (S (VP (VB make)(NP (DT a)(NN vow)))))#
200888519	take the veil	become	nun	(S1 (S (VP (VB become)(NP (DT a)(NN nun)))))#
200889947	swear	take	oath	(S1 (S (VP (VB take)(NP (DT an)(NN oath)))))#
200892698	acknowledge	report	receipt	(S1 (S (VP (VB report)(NP (NP (DT the)(NN receipt))(PP (IN of))))))#
200892698	receipt	report	receipt	(S1 (S (VP (VB report)(NP (NP (DT the)(NN receipt))(PP (IN of))))))#
200898918	conge	perform	bow	(S1 (S (VP (VB perform)(NP (DT a)(JJ ceremonious)(NN bow)))))#
200898918	congee	perform	bow	(S1 (S (VP (VB perform)(NP (DT a)(JJ ceremonious)(NN bow)))))#
200899352	curtsy	make	curtsy	(S1 (S (VP (VB make)(NP (DT a)(NN curtsy)))))#
200899352	bob	make	curtsy	(S1 (S (VP (VB make)(NP (DT a)(NN curtsy)))))#
200899956	salute	assume	position	(S1 (S (VP (VB assume)(NP (DT a)(JJ prescribed)(NN position)))))#
200899956	present	assume	position	(S1 (S (VP (VB assume)(NP (DT a)(JJ prescribed)(NN position)))))#
200900961	say farewell	say	farewell	(S1 (S (VP (VB say)(NP (NN good-bye)(CC or)(NN bid)(NN farewell)))))#
200908099	deter	show	opposition	(S1 (S (VP (VB show)(NP (NP (NN opposition))(SBAR (S (VP (TO to))))))))#
200908099	discourage	show	opposition	(S1 (S (VP (VB show)(NP (NP (NN opposition))(SBAR (S (VP (TO to))))))))#
200909134	stoop to	make	concessions	(S1 (S (VP (VB make)(NP (NP (NNS concessions))(SBAR (S (VP (TO to))))))))#
200917300	say	express	supposition	(S1 (S (VP (VB express)(NP (DT a)(NN supposition)))))#
200917300	suppose	express	supposition	(S1 (S (VP (VB express)(NP (DT a)(NN supposition)))))#
200919424	gauge	determine	volume	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN capacity)(, ,)(NN volume)(, ,)(CC or)(NNS contents))(PP (IN of)(PP (IN by)(NP (NN measurement)(CC and)(NN calculation))))))))#
200920778	test	determine	properties	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN presence))(CC or)(NP (NP (NNS properties))(PP (IN of)(NP (-LRB- -LRB-)(NP (DT a)(NN substance))(-RRB- -RRB-))))))))#
200920929	refract	determine	power	(S1 (S (VP (VB determine)(NP (NP (DT the)(VBG refracting)(NN power))(PP (IN of)(NP (-LRB- -LRB-)(NP (DT a)(NN lens))(-RRB- -RRB-)))))))#
200922142	dimension	indicate	dimensions	(S1 (S (VP (VB indicate)(NP (NP (DT the)(NNS dimensions))(PP (IN on))))))#
200922867	register	indicate	reading	(S1 (S (VP (VB indicate)(NP (DT a)(JJ certain)(NN reading)))))#
200922867	show	indicate	reading	(S1 (S (VP (VB indicate)(NP (DT a)(JJ certain)(NN reading)))))#
200922867	read	indicate	reading	(S1 (S (VP (VB indicate)(NP (DT a)(JJ certain)(NN reading)))))#
200922867	record	indicate	reading	(S1 (S (VP (VB indicate)(NP (DT a)(JJ certain)(NN reading)))))#
200923793	indicate	indicate	thing	(S1 (S (VP (VB indicate)(NP (NP (DT a)(NN place))(, ,)(NP (NN direction))(, ,)(NP (NN person))(, ,)(CC or)(NP (NN thing))))))#
200923793	point	indicate	thing	(S1 (S (VP (VB indicate)(NP (NP (DT a)(NN place))(, ,)(NP (NN direction))(, ,)(NP (NN person))(, ,)(CC or)(NP (NN thing))))))#
200923793	designate	indicate	thing	(S1 (S (VP (VB indicate)(NP (NP (DT a)(NN place))(, ,)(NP (NN direction))(, ,)(NP (NN person))(, ,)(CC or)(NP (NN thing))))))#
200923793	show	indicate	thing	(S1 (S (VP (VB indicate)(NP (NP (DT a)(NN place))(, ,)(NP (NN direction))(, ,)(NP (NN person))(, ,)(CC or)(NP (NN thing))))))#
200924255	point	indicate	presence	(S1 (S (VP (VB indicate)(NP (NP (DT the)(NN presence))(PP (IN of)(S (VP (PRN (-LRB- -LRB-)(NP (NN game))(-RRB- -RRB-))(PP (IN by)(S (VP (VBG standing)(CC and)(VBG pointing)(PP (IN with)(NP (DT the)(NN muzzle)))))))))))))#
200924431	finger	indicate	fingering	(S1 (S (VP (VB indicate)(NP (NP (DT the)(NN fingering))(PP (IN for)(NP (NP (DT the)(NN playing))(PP (IN of)(NP (NP (JJ musical)(NNS scores))(PP (IN for)(NP (NN keyboard)(NNS instruments)))))))))))#
200927430	suggest	drop	hint	(S1 (S (VP (VB drop)(NP (DT a)(NN hint)))))#
200927430	hint	drop	hint	(S1 (S (VP (VB drop)(NP (DT a)(NN hint)))))#
200928232	indicate	suggest	necessity	(S1 (S (VP (VB suggest)(NP (NP (DT the)(NN necessity))(PP (IN of)(NP (DT an)(NN intervention)))))))#
200928232	suggest	suggest	necessity	(S1 (S (VP (VB suggest)(NP (NP (DT the)(NN necessity))(PP (IN of)(NP (DT an)(NN intervention)))))))#
200930806	suggest	imply	possibility	(S1 (S (VP (VB imply)(NP (RB as)(DT a)(NN possibility)))))#
200930806	intimate	imply	possibility	(S1 (S (VP (VB imply)(NP (RB as)(DT a)(NN possibility)))))#
200935631	uncloak	reveal	nature	(S1 (S (VP (VB reveal)(NP (NP (DT the)(JJ true)(NN nature))(PP (IN of))))))#
200935631	unmask	reveal	nature	(S1 (S (VP (VB reveal)(NP (NP (DT the)(JJ true)(NN nature))(PP (IN of))))))#
200941719	miaou	make	sound	(S1 (S (VP (VB make)(NP (DT a)(JJ cat-like)(NN sound)))))#
200941719	miaow	make	sound	(S1 (S (VP (VB make)(NP (DT a)(JJ cat-like)(NN sound)))))#
200948707	census	conduct	census	(S1 (S (VP (VB conduct)(NP (DT a)(NN census)))))#
200949288	summate	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	tally	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	add together	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	add	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	tote up	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	sum	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	tot up	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	tot	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	total	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	add up	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200949288	sum up	determine	sum	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN sum))(PP (IN of))))))#
200952841	spill	reveal	information	(S1 (S (VP (VB reveal)(NP (NN information)))))#
200952841	talk	reveal	information	(S1 (S (VP (VB reveal)(NP (NN information)))))#
200954137	rhapsodize	recite	rhapsody	(S1 (S (VP (VB recite)(NP (DT a)(NN rhapsody)))))#
200954137	rhapsodise	recite	rhapsody	(S1 (S (VP (VB recite)(NP (DT a)(NN rhapsody)))))#
200955601	enlarge	clarify	meaning	(S1 (S (VP (VB clarify)(NP (NP (DT the)(NN meaning))(PP (IN of)(NP (NP (CC and)(NN discourse))(PP (PP (IN in)(NP (DT a)(VBN learned)(NN way)))(, ,)(RB usually)(PP (IN in)(NP (NN writing))))))))))#
200955601	dilate	clarify	meaning	(S1 (S (VP (VB clarify)(NP (NP (DT the)(NN meaning))(PP (IN of)(NP (NP (CC and)(NN discourse))(PP (PP (IN in)(NP (DT a)(VBN learned)(NN way)))(, ,)(RB usually)(PP (IN in)(NP (NN writing))))))))))#
200955601	expound	clarify	meaning	(S1 (S (VP (VB clarify)(NP (NP (DT the)(NN meaning))(PP (IN of)(NP (NP (CC and)(NN discourse))(PP (PP (IN in)(NP (DT a)(VBN learned)(NN way)))(, ,)(RB usually)(PP (IN in)(NP (NN writing))))))))))#
200955601	flesh out	clarify	meaning	(S1 (S (VP (VB clarify)(NP (NP (DT the)(NN meaning))(PP (IN of)(NP (NP (CC and)(NN discourse))(PP (PP (IN in)(NP (DT a)(VBN learned)(NN way)))(, ,)(RB usually)(PP (IN in)(NP (NN writing))))))))))#
200955601	exposit	clarify	meaning	(S1 (S (VP (VB clarify)(NP (NP (DT the)(NN meaning))(PP (IN of)(NP (NP (CC and)(NN discourse))(PP (PP (IN in)(NP (DT a)(VBN learned)(NN way)))(, ,)(RB usually)(PP (IN in)(NP (NN writing))))))))))#
200955601	expatiate	clarify	meaning	(S1 (S (VP (VB clarify)(NP (NP (DT the)(NN meaning))(PP (IN of)(NP (NP (CC and)(NN discourse))(PP (PP (IN in)(NP (DT a)(VBN learned)(NN way)))(, ,)(RB usually)(PP (IN in)(NP (NN writing))))))))))#
200955601	lucubrate	clarify	meaning	(S1 (S (VP (VB clarify)(NP (NP (DT the)(NN meaning))(PP (IN of)(NP (NP (CC and)(NN discourse))(PP (PP (IN in)(NP (DT a)(VBN learned)(NN way)))(, ,)(RB usually)(PP (IN in)(NP (NN writing))))))))))#
200955601	elaborate	clarify	meaning	(S1 (S (VP (VB clarify)(NP (NP (DT the)(NN meaning))(PP (IN of)(NP (NP (CC and)(NN discourse))(PP (PP (IN in)(NP (DT a)(VBN learned)(NN way)))(, ,)(RB usually)(PP (IN in)(NP (NN writing))))))))))#
200955601	expand	clarify	meaning	(S1 (S (VP (VB clarify)(NP (NP (DT the)(NN meaning))(PP (IN of)(NP (NP (CC and)(NN discourse))(PP (PP (IN in)(NP (DT a)(VBN learned)(NN way)))(, ,)(RB usually)(PP (IN in)(NP (NN writing))))))))))#
200959027	ditto	repeat	statement	(S1 (S (VP (VB repeat)(NP (DT an)(NN action)(CC or)(NN statement)))))#
200960961	gloss	provide	translation	(S1 (S (VP (VB provide)(NP (NP (DT an)(JJ interlinear)(NN translation))(PP (IN of)(NP (DT a)(NN word)(CC or)(NN phrase)))))))#
200961736	paraphrase	express	message	(S1 (S (VP (VB express)(NP (NP (DT the)(JJ same)(NN message))(PP (IN in)(NP (JJ different)(NNS words)))))))#
200961736	rephrase	express	message	(S1 (S (VP (VB express)(NP (NP (DT the)(JJ same)(NN message))(PP (IN in)(NP (JJ different)(NNS words)))))))#
200961736	reword	express	message	(S1 (S (VP (VB express)(NP (NP (DT the)(JJ same)(NN message))(PP (IN in)(NP (JJ different)(NNS words)))))))#
200963570	speak	use	language	(S1 (S (VP (VB use)(NP (NN language)))))#
200963570	talk	use	language	(S1 (S (VP (VB use)(NP (NN language)))))#
200964110	slang	use	language	(S1 (S (VP (VB use)(NP (NP (NN slang))(CC or)(NP (JJ vulgar)(NN language))))))#
200969260	sportscast	broadcast	event	(S1 (S (VP (VB broadcast)(NP (DT a)(NNS sports)(NN event)))))#
200974031	sign off	cease	broadcasting	(S1 (S (VP (VB cease)(NP (NN broadcasting)))))#
200974367	denote	make	announcement	(S1 (S (VP (VB make)(NP (DT an)(NN announcement)))))#
200974367	announce	make	announcement	(S1 (S (VP (VB make)(NP (DT an)(NN announcement)))))#
200978173	proclaim	declare	someone	(S1 (S (VP (VB declare)(NP (NP (NN someone))(SBAR (S (VP (TO to)(VP (AUX be)(NP (NN something))))))))))#
200985923	troat	emit	cry	(S1 (S (VP (VB emit)(NP (NP (DT a)(NN cry))(VP (VBN intended)(S (VP (TO to)(VP (VB attract)(NP (JJ other)(NNS animals))))))))))#
200987597	symbolize	use	symbols	(S1 (S (VP (VB use)(NP (NNS symbols)))))#
200987597	symbolise	use	symbols	(S1 (S (VP (VB use)(NP (NNS symbols)))))#
200990008	speechify	make	speeches	(S1 (S (VP (VB make)(NP (NNS speeches)))))#
200990249	harangue	deliver	harangue	(S1 (S (VP (VB deliver)(NP (DT a)(NN harangue)(S (VP (TO to)))))))#
200991151	instrument	address	document	(S1 (S (VP (VB address)(NP (NP (DT a)(JJ legal)(NN document))(SBAR (S (VP (TO to))))))))#
200993754	apostrophize	use	apostrophe	(S1 (S (VP (VB use)(NP (DT an)(NN apostrophe)))))#
200993754	apostrophise	use	apostrophe	(S1 (S (VP (VB use)(NP (DT an)(NN apostrophe)))))#
200995838	rewrite	alter	writing	(S1 (S (VP (VB alter)(NP (NP (DT the)(NN writing))(PP (IN of))))))#
200996328	amend	make	amendments	(S1 (S (VP (VB make)(NP (NP (NNS amendments))(SBAR (S (VP (TO to))))))))#
201001136	chronicle	make	record	(S1 (S (VP (VB make)(NP (DT a)(JJ historical)(NN record)))))#
201002161	trademark	register	trademark	(S1 (S (VP (VB register)(NP (NP (DT the)(NN trademark))(PP (IN of))))))#
201003885	x-ray	take	x-ray	(S1 (S (VP (VB take)(NP (NP (DT an)(NN x-ray))(PP (IN of)(NP (NN something)(CC or)(NN somebody)))))))#
201004550	notch	notch	surface	(S1 (S (VP (VB notch)(NP (DT a)(NN surface)(S (VP (TO to)(VP (VB record)(NP (NN something)))))))))#
